"Citation:  Lovelace, J.K., Nielsen, M.G., Read, A.L., and Murphy, C.J., 2020, Estimated Groundwater Withdrawals from Principal Aquifers in the United States—County Level Data for 2015: U.S. Geological Survey data release, https://doi.org/10.5066/P9EI0KMR.
[--, no data]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State,State_FIPS,CountyAquifer,CountyAquifer Name,PS-GWPop,PS-GWPop-M,PS-WGWFr,PS-WGWFr-M,PS-WGWSa,PS-WGWSa-M,PS-WGWTo,DO-WGWFr,DO-WGWFr-M,DO-SSPop,DO-SSPop-M,IN-WGWFr,IN-WGWFr-M,IN-WGWSa,IN-WGWSa-M,IN-WGWTo,PO-WGWFr,PO-WGWFr-M,PO-WGWSa,PO-WGWSa-M,PO-WGWTo,PC-WGWFr,PC-WGWFr-M,PC-WGWSa,PC-WGWSa-M,PC-WGWTo,PT-WGWFr,PT-WGWSa,PT-WGWTo,MI-WGWFr,MI-WGWFr-M,MI-WGWSa,MI-WGWSa-M,MI-WGWTo,LI-WGWFr,LI-WGWFr-M,AQ-WGWFr,AQ-WGWFr-M,AQ-WGWSa,AQ-WGWSa-M,AQ-WGWTo,IC-WGWFr,IC-WGWFr-M,IG-WGWFr,IG-WGWFr-M,IR-WGWFr,IR-WGWFr-M,IT-WGWFr,TO-WGWFr,TO-WGWSa,TO-WGWTo
Missouri,29,29-207-N100MSRVVL,MO-Stoddard County-Mississippi River Valley alluvial aquifer,0,EGAM,0,EGGM,0,EGGM,0,0.34,EGGM,4.872,EGAM,0.47,EGGM,0,EGGM,0.47,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0.59,EGGM,0,EGGM,0.59,0.07,EGGM,1.05,EGGM,0,EGGM,1.05,--,--,--,--,258.1,EGGM,258.1,260.62,0,260.62
Missouri,29,29-207-N9999OTHER,MO-Stoddard County-Other aquifers,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-207-S100MSEMBM,MO-Stoddard County-Mississippi embayment aquifer system,14.938,EGAM,2,EGGM,0,EGGM,2,0,EGGM,0,EGAM,0.34,EGGM,0,EGGM,0.34,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,2.05,EGGM,2.05,4.39,0,4.39
Missouri,29,29-207-S400OZRKPL,MO-Stoddard County-Ozark Plateaus aquifer system,9.192,EGAM,1.23,EGGM,0,EGGM,1.23,0.06,EGGM,0.86,EGAM,0.05,EGGM,0,EGGM,0.05,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0.1,EGGM,0,EGGM,0.1,0.01,EGGM,0.08,EGGM,0,EGGM,0.08,--,--,--,--,0.88,EGGM,0.88,2.41,0,2.41
Missouri,29,29-209-N100ALLUVL,MO-Stone County-Alluvial aquifers,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-209-N9999OTHER,MO-Stone County-Other aquifers,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-209-S400OZRKPL,MO-Stone County-Ozark Plateaus aquifer system,19.57,EGAM,3.15,EGGM,0,EGGM,3.15,0.8,EGGM,11.373,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0.01,EGGM,0,EGGM,0.01,0.11,EGGM,1.15,EGGM,0,EGGM,1.15,--,--,--,--,0.15,EGGM,0.15,5.37,0,5.37
Missouri,29,29-211-N100ALLUVL,MO-Sullivan County-Alluvial aquifers,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0.49,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0.09,EGGM,0.09,0.58,0,0.58
Missouri,29,29-211-N100GLCIAL,MO-Sullivan County-Sand and gravel aquifers (glaciated regions),0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-211-N400SLRDVN,MO-Sullivan County-Silurian-Devonian aquifers,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-211-N500MSSPPI,MO-Sullivan County-Mississippian aquifers,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-211-N9999OTHER,MO-Sullivan County-Other aquifers,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-211-S300CAMORD,MO-Sullivan County-Cambrian-Ordovician aquifer system,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-213-N100ALLUVL,MO-Taney County-Alluvial aquifers,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-213-N9999OTHER,MO-Taney County-Other aquifers,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-213-S400OZRKPL,MO-Taney County-Ozark Plateaus aquifer system,33.97,EGAM,5.45,EGGM,0,EGGM,5.45,0.2,EGGM,2.892,EGAM,0.05,EGGM,0,EGGM,0.05,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0.12,EGGM,0,EGGM,0.12,0.05,EGGM,0.17,EGGM,0,EGGM,0.17,--,--,--,--,0.07,EGGM,0.07,6.11,0,6.11
Missouri,29,29-215-N100ALLUVL,MO-Texas County-Alluvial aquifers,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-215-N9999OTHER,MO-Texas County-Other aquifers,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-215-S400OZRKPL,MO-Texas County-Ozark Plateaus aquifer system,16.57,EGAM,1.72,EGGM,0,EGGM,1.72,0.64,EGGM,9.12,EGAM,0.62,EGGM,0,EGGM,0.62,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0.01,EGGM,0,EGGM,0.01,0.23,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0.08,EGGM,0.08,3.3,0,3.3
Missouri,29,29-217-N100ALLUVL,MO-Vernon County-Alluvial aquifers,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-217-N9999OTHER,MO-Vernon County-Other aquifers,0,EGAM,0,EGGM,0,EGGM,0,0.03,EGGM,0.486,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0.03,0,0.03
Missouri,29,29-217-S400OZRKPL,MO-Vernon County-Ozark Plateaus aquifer system,20.34,EGAM,2.02,EGGM,0,EGGM,2.02,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0.62,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,6.23,EGGM,6.23,8.87,0,8.87
Missouri,29,29-219-N100ALLUVL,MO-Warren County-Alluvial aquifers,0,EGAM,0,EGGM,0,EGGM,0,0.3,EGGM,4.26,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0.01,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0.24,EGGM,0.24,0.55,0,0.55
Missouri,29,29-219-N100GLCIAL,MO-Warren County-Sand and gravel aquifers (glaciated regions),0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0.14,EGGM,0,EGGM,0.14,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0.01,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0.25,EGGM,0.25,0.4,0,0.4
Missouri,29,29-219-N400SLRDVN,MO-Warren County-Silurian-Devonian aquifers,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-219-N500MSSPPI,MO-Warren County-Mississippian aquifers,2.577,EGAM,0.18,EGGM,0,EGGM,0.18,0.41,EGGM,5.823,EGAM,0.28,EGGM,0,EGGM,0.28,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0.01,EGGM,0,EGGM,0.01,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0.24,EGGM,0.24,1.12,0,1.12
Missouri,29,29-219-N9999OTHER,MO-Warren County-Other aquifers,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-219-S300CAMORD,MO-Warren County-Cambrian-Ordovician aquifer system,20.853,EGAM,1.45,EGGM,0,EGGM,1.45,0,EGGM,0,EGAM,0.08,EGGM,0,EGGM,0.08,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0.02,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0.49,EGGM,0.49,2.04,0,2.04
Missouri,29,29-221-N100ALLUVL,MO-Washington County-Alluvial aquifers,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-221-N9999OTHER,MO-Washington County-Other aquifers,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-221-S400OZRKPL,MO-Washington County-Ozark Plateaus aquifer system,6.98,EGAM,0.66,EGGM,0,EGGM,0.66,1.25,EGGM,17.808,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0.03,EGGM,0,EGGM,0.03,0.05,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0.02,EGGM,0.02,2.01,0,2.01
Missouri,29,29-223-N100ALLUVL,MO-Wayne County-Alluvial aquifers,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-223-N100MSRVVL,MO-Wayne County-Mississippi River Valley alluvial aquifer,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0.02,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0.18,EGGM,0.18,0.2,0,0.2
Missouri,29,29-223-N9999OTHER,MO-Wayne County-Other aquifers,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-223-S100MSEMBM,MO-Wayne County-Mississippi embayment aquifer system,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-223-S400OZRKPL,MO-Wayne County-Ozark Plateaus aquifer system,4.08,EGAM,0.79,EGGM,0,EGGM,0.79,0.46,EGGM,6.535,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0.08,EGGM,0,EGGM,0.08,0.02,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0.05,EGGM,0.05,1.4,0,1.4
Missouri,29,29-225-N100ALLUVL,MO-Webster County-Alluvial aquifers,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-225-N9999OTHER,MO-Webster County-Other aquifers,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-225-S400OZRKPL,MO-Webster County-Ozark Plateaus aquifer system,14.55,EGAM,1.11,EGGM,0,EGGM,1.11,1.61,EGGM,22.933,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0.02,EGGM,0,EGGM,0.02,0.28,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0.13,EGGM,0.13,3.15,0,3.15
Missouri,29,29-227-N100ALLUVL,MO-Worth County-Alluvial aquifers,2.057,EGAM,0.01,EGGM,0,EGGM,0.01,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0.06,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0.06,EGGM,0.06,0.13,0,0.13
Missouri,29,29-227-N100GLCIAL,MO-Worth County-Sand and gravel aquifers (glaciated regions),0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-227-N400SLRDVN,MO-Worth County-Silurian-Devonian aquifers,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-227-N500MSSPPI,MO-Worth County-Mississippian aquifers,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-227-N9999OTHER,MO-Worth County-Other aquifers,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-227-S300CAMORD,MO-Worth County-Cambrian-Ordovician aquifer system,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-229-N100ALLUVL,MO-Wright County-Alluvial aquifers,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-229-N9999OTHER,MO-Wright County-Other aquifers,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-229-S400OZRKPL,MO-Wright County-Ozark Plateaus aquifer system,7.67,EGAM,0.97,EGGM,0,EGGM,0.97,0.74,EGGM,10.598,EGAM,0.02,EGGM,0,EGGM,0.02,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0.02,EGGM,0,EGGM,0.02,0.25,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0.21,EGGM,0.21,2.21,0,2.21
Missouri,29,29-510-N100ALLUVL,MO-St. Louis City-Alluvial aquifers,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0.34,EGGM,0,EGGM,0.34,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0.34,0,0.34
Missouri,29,29-510-N9999OTHER,MO-St. Louis City-Other aquifers,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-510-S400OZRKPL,MO-St. Louis City-Ozark Plateaus aquifer system,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Montana,30,30-001-N100ALLUVL,MT-Beaverhead County-Alluvial aquifers,0,"EGAM, EGCF",0,"EGAM, EGCF",0,"EGAM, EGCF",0,0,"EGAM, EGCF",0,"EGAM, EGCF",0,"EGAM, EGCF",0,"EGAM, EGCF",0,0,"EGAM, EGCF",0,"EGAM, EGCF",0,0,"EGAM, EGCF",0,"EGAM, EGCF",0,0,0,0,0,"EGAM, EGCF",0,"EGAM, EGCF",0,0,"EGAM, EGCF",0,"EGAM, EGCF",--,--,0,--,--,--,--,0,"EGAM, EGCF",0,0,0,0
Montana,30,30-001-N100PCFNWV,MT-Beaverhead County-Pacific Northwest volcanic-rock aquifers,0,"EGAM, EGCF",0,"EGAM, EGCF",0,"EGAM, EGCF",0,0,"EGAM, EGCF",0,"EGAM, EGCF",0,"EGAM, EGCF",0,"EGAM, EGCF",0,0,"EGAM, EGCF",0,"EGAM, EGCF",0,0,"EGAM, EGCF",0,"EGAM, EGCF",0,0,0,0,0,"EGAM, EGCF",0,"EGAM, EGCF",0,0,"EGAM, EGCF",0,"EGAM, EGCF",--,--,0,--,--,--,--,0,"EGAM, EGCF",0,0,0,0
Montana,30,30-001-N500PLOZOC,MT-Beaverhead County-Paleozoic aquifers,0,"EGAM, EGCF",0,"EGAM, EGCF",0,"EGAM, EGCF",0,0,"EGAM, EGCF",0,"EGAM, EGCF",0,"EGAM, EGCF",0,"EGAM, EGCF",0,0,"EGAM, EGCF",0,"EGAM, EGCF",0,0,"EGAM, EGCF",0,"EGAM, EGCF",0,0,0,0,0,"EGAM, EGCF",0,"EGAM, EGCF",0,0,"EGAM, EGCF",0,"EGAM, EGCF",--,--,0,--,--,--,--,0,"EGAM, EGCF",0,0,0,0
Montana,30,30-001-N9999OTHER,MT-Beaverhead County-Other aquifers,2.325,"EGAM, EGCF",0.78,"EGAM, EGCF",0,"EGAM, EGCF",0.78,0.04,"EGAM, EGCF",0.533,"EGAM, EGCF",0,"EGAM, EGCF",0,"EGAM, EGCF",0,0,"EGAM, EGCF",0,"EGAM, EGCF",0,0,"EGAM, EGCF",0,"EGAM, EGCF",0,0,0,0,0,"EGAM, EGCF",0,"EGAM, EGCF",0,0.1,"EGAM, EGCF",0,"EGAM, EGCF",--,--,0,--,--,--,--,0.1,"EGAM, EGCF",0.1,1.02,0,1.02
Montana,30,30-001-S100NRMTIB,MT-Beaverhead County-Northern Rocky Mountains Intermontane Basins aquifer systems,3.099,"EGAM, EGCF",1.04,"EGAM, EGCF",0,"EGAM, EGCF",1.04,0.26,"EGAM, EGCF",3.343,"EGAM, EGCF",0.01,"EGAM, EGCF",0,"EGAM, EGCF",0.01,0,"EGAM, EGCF",0,"EGAM, EGCF",0,0,"EGAM, EGCF",0,"EGAM, EGCF",0,0,0,0,0,"EGAM, EGCF",0,"EGAM, EGCF",0,0.95,"EGAM, EGCF",0,"EGAM, EGCF",--,--,0,--,--,--,--,1.05,"EGAM, EGCF",1.05,3.31,0,3.31
Montana,30,30-003-N100ALLUVL,MT-Big Horn County-Alluvial aquifers,0.736,"EGAM, EGCF",0.12,"EGAM, EGCF",0,"EGAM, EGCF",0.12,0.25,"EGAM, EGCF",3.164,"EGAM, EGCF",0.04,"EGAM, EGCF",0,"EGAM, EGCF",0.04,0,"EGAM, EGCF",0,"EGAM, EGCF",0,0,"EGAM, EGCF",0,"EGAM, EGCF",0,0,0,0,0,"EGAM, EGCF",0.21,"EGAM, EGCF",0.21,0.18,"EGAM, EGCF",0,"EGAM, EGCF",--,--,0,--,--,--,--,0.5,"EGAM, EGCF",0.5,1.09,0.21,1.3
Montana,30,30-003-N300LCRTCS,MT-Big Horn County-Lower Cretaceous aquifers,0.184,"EGAM, EGCF",0.03,"EGAM, EGCF",0,"EGAM, EGCF",0.03,0,"EGAM, EGCF",0.028,"EGAM, EGCF",0,"EGAM, EGCF",0,"EGAM, EGCF",0,0,"EGAM, EGCF",0,"EGAM, EGCF",0,0,"EGAM, EGCF",0,"EGAM, EGCF",0,0,0,0,0,"EGAM, EGCF",0.01,"EGAM, EGCF",0.01,0.1,"EGAM, EGCF",0,"EGAM, EGCF",--,--,0,--,--,--,--,0.11,"EGAM, EGCF",0.11,0.24,0.01,0.25
Montana,30,30-003-N300LTRTRY,MT-Big Horn County-Lower Tertiary aquifers,0.368,"EGAM, EGCF",0.06,"EGAM, EGCF",0,"EGAM, EGCF",0.06,0.14,"EGAM, EGCF",1.85,"EGAM, EGCF",0.07,"EGAM, EGCF",0,"EGAM, EGCF",0.07,0,"EGAM, EGCF",0,"EGAM, EGCF",0,0,"EGAM, EGCF",0,"EGAM, EGCF",0,0,0,0,0,"EGAM, EGCF",1.4,"EGAM, EGCF",1.4,0.51,"EGAM, EGCF",0,"EGAM, EGCF",--,--,0,--,--,--,--,0.15,"EGAM, EGCF",0.15,0.93,1.4,2.33
Montana,30,30-003-N300UPCTCS,MT-Big Horn County-Upper Cretaceous aquifers,0.552,"EGAM, EGCF",0.09,"EGAM, EGCF",0,"EGAM, EGCF",0.09,0.06,"EGAM, EGCF",0.763,"EGAM, EGCF",0.02,"EGAM, EGCF",0,"EGAM, EGCF",0.02,0,"EGAM, EGCF",0,"EGAM, EGCF",0,0,"EGAM, EGCF",0,"EGAM, EGCF",0,0,0,0,0,"EGAM, EGCF",0.09,"EGAM, EGCF",0.09,0.14,"EGAM, EGCF",0,"EGAM, EGCF",--,--,0,--,--,--,--,0.06,"EGAM, EGCF",0.06,0.37,0.09,0.46
