"Citation:  Lovelace, J.K., Nielsen, M.G., Read, A.L., and Murphy, C.J., 2020, Estimated Groundwater Withdrawals from Principal Aquifers in the United States—County Level Data for 2015: U.S. Geological Survey data release, https://doi.org/10.5066/P9EI0KMR.
[--, no data]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State,State_FIPS,CountyAquifer,CountyAquifer Name,PS-GWPop,PS-GWPop-M,PS-WGWFr,PS-WGWFr-M,PS-WGWSa,PS-WGWSa-M,PS-WGWTo,DO-WGWFr,DO-WGWFr-M,DO-SSPop,DO-SSPop-M,IN-WGWFr,IN-WGWFr-M,IN-WGWSa,IN-WGWSa-M,IN-WGWTo,PO-WGWFr,PO-WGWFr-M,PO-WGWSa,PO-WGWSa-M,PO-WGWTo,PC-WGWFr,PC-WGWFr-M,PC-WGWSa,PC-WGWSa-M,PC-WGWTo,PT-WGWFr,PT-WGWSa,PT-WGWTo,MI-WGWFr,MI-WGWFr-M,MI-WGWSa,MI-WGWSa-M,MI-WGWTo,LI-WGWFr,LI-WGWFr-M,AQ-WGWFr,AQ-WGWFr-M,AQ-WGWSa,AQ-WGWSa-M,AQ-WGWTo,IC-WGWFr,IC-WGWFr-M,IG-WGWFr,IG-WGWFr-M,IR-WGWFr,IR-WGWFr-M,IT-WGWFr,TO-WGWFr,TO-WGWSa,TO-WGWTo
Missouri,29,29-175-N9999OTHER,MO-Randolph County-Other aquifers,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-175-S300CAMORD,MO-Randolph County-Cambrian-Ordovician aquifer system,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-177-N100ALLUVL,MO-Ray County-Alluvial aquifers,19.226,EGAM,2.02,EGGM,0,EGGM,2.02,0.01,EGGM,0.127,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0.09,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,8.64,EGGM,8.64,10.76,0,10.76
Missouri,29,29-177-N100GLCIAL,MO-Ray County-Sand and gravel aquifers (glaciated regions),0,EGAM,0,EGGM,0,EGGM,0,0.02,EGGM,0.253,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0.01,EGGM,0,EGGM,0.01,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0.29,EGGM,0.29,0.32,0,0.32
Missouri,29,29-177-N400SLRDVN,MO-Ray County-Silurian-Devonian aquifers,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-177-N500MSSPPI,MO-Ray County-Mississippian aquifers,3.204,EGAM,0.34,EGGM,0,EGGM,0.34,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0.34,0,0.34
Missouri,29,29-177-N9999OTHER,MO-Ray County-Other aquifers,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-177-S300CAMORD,MO-Ray County-Cambrian-Ordovician aquifer system,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-179-N100ALLUVL,MO-Reynolds County-Alluvial aquifers,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-179-N9999OTHER,MO-Reynolds County-Other aquifers,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-179-S400OZRKPL,MO-Reynolds County-Ozark Plateaus aquifer system,1.55,EGAM,0.13,EGGM,0,EGGM,0.13,0.34,EGGM,4.882,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,4.52,EGGM,0,EGGM,4.52,0.03,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0.02,EGGM,0.02,5.04,0,5.04
Missouri,29,29-181-N100ALLUVL,MO-Ripley County-Alluvial aquifers,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-181-N100MSRVVL,MO-Ripley County-Mississippi River Valley alluvial aquifer,0,EGAM,0,EGGM,0,EGGM,0,0.03,EGGM,0.425,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0.01,EGGM,0,EGGM,0.01,0.06,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,13.91,EGGM,13.91,14.01,0,14.01
Missouri,29,29-181-N9999OTHER,MO-Ripley County-Other aquifers,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-181-S100MSEMBM,MO-Ripley County-Mississippi embayment aquifer system,1.478,EGAM,0.11,EGGM,0,EGGM,0.11,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0.11,0,0.11
Missouri,29,29-181-S400OZRKPL,MO-Ripley County-Ozark Plateaus aquifer system,6.652,EGAM,0.52,EGGM,0,EGGM,0.52,0.37,EGGM,5.247,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0.07,EGGM,0,EGGM,0.07,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0.15,EGGM,0.15,1.11,0,1.11
Missouri,29,29-183-N100ALLUVL,MO-St. Charles County-Alluvial aquifers,167.873,EGAM,7.9,EGGM,0,EGGM,7.9,0.15,EGGM,2.175,EGAM,0.06,EGGM,0,EGGM,0.06,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0.04,EGGM,0,EGGM,0.04,0.05,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0.86,EGGM,0.86,9.06,0,9.06
Missouri,29,29-183-N100GLCIAL,MO-St. Charles County-Sand and gravel aquifers (glaciated regions),0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0.07,EGGM,0,EGGM,0.07,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0.05,EGGM,0.05,0.12,0,0.12
Missouri,29,29-183-N400SLRDVN,MO-St. Charles County-Silurian-Devonian aquifers,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-183-N500MSSPPI,MO-St. Charles County-Mississippian aquifers,49.599,EGAM,2.33,EGGM,0,EGGM,2.33,0.13,EGGM,1.885,EGAM,0.5,EGGM,0,EGGM,0.5,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0.03,EGGM,0,EGGM,0.03,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0.04,EGGM,0.04,3.03,0,3.03
Missouri,29,29-183-N9999OTHER,MO-St. Charles County-Other aquifers,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-183-S300CAMORD,MO-St. Charles County-Cambrian-Ordovician aquifer system,164.058,EGAM,7.71,EGGM,0,EGGM,7.71,0,EGGM,0,EGAM,0.17,EGGM,0,EGGM,0.17,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0.04,EGGM,0.04,7.92,0,7.92
Missouri,29,29-185-N100ALLUVL,MO-St. Clair County-Alluvial aquifers,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-185-N9999OTHER,MO-St. Clair County-Other aquifers,0,EGAM,0,EGGM,0,EGGM,0,0.21,EGGM,2.973,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0.21,0,0.21
Missouri,29,29-185-S400OZRKPL,MO-St. Clair County-Ozark Plateaus aquifer system,3.21,EGAM,0.32,EGGM,0,EGGM,0.32,0.23,EGGM,3.257,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0.15,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0.3,EGGM,0.3,1,0,1
Missouri,29,29-186-N100ALLUVL,MO-Ste. Genevieve County-Alluvial aquifers,8.563,EGAM,1.04,EGGM,0,EGGM,1.04,0.01,EGGM,0.144,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0.08,EGGM,0,EGGM,0.08,0.05,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0.1,EGGM,0.1,1.28,0,1.28
Missouri,29,29-186-N9999OTHER,MO-Ste. Genevieve County-Other aquifers,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-186-S400OZRKPL,MO-Ste. Genevieve County-Ozark Plateaus aquifer system,3.167,EGAM,0.39,EGGM,0,EGGM,0.39,0.42,EGGM,6.045,EGAM,1.89,EGGM,0,EGGM,1.89,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,3.86,EGGM,0,EGGM,3.86,0.01,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0.02,EGGM,0.02,6.59,0,6.59
Missouri,29,29-187-N100ALLUVL,MO-St. Francois County-Alluvial aquifers,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-187-N9999OTHER,MO-St. Francois County-Other aquifers,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-187-S400OZRKPL,MO-St. Francois County-Ozark Plateaus aquifer system,50.5,EGAM,5.07,EGGM,0,EGGM,5.07,1.12,EGGM,16.02,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0.06,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0.11,EGGM,0.11,6.36,0,6.36
Missouri,29,29-189-N100ALLUVL,MO-St. Louis County-Alluvial aquifers,0.291,EGAM,0.07,EGGM,0,EGGM,0.07,0.17,EGGM,2.432,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0.07,EGGM,0,EGGM,0.07,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0.28,EGGM,0.28,0.59,0,0.59
Missouri,29,29-189-N9999OTHER,MO-St. Louis County-Other aquifers,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-189-S400OZRKPL,MO-St. Louis County-Ozark Plateaus aquifer system,6.979,EGAM,1.59,EGGM,0,EGGM,1.59,0.46,EGGM,6.58,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0.19,EGGM,0,EGGM,0.19,0.01,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0.32,EGGM,0.32,2.57,0,2.57
Missouri,29,29-195-N100ALLUVL,MO-Saline County-Alluvial aquifers,13.64,EGAM,1.86,EGGM,0,EGGM,1.86,0.05,EGGM,0.726,EGAM,0.09,EGGM,0,EGGM,0.09,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0.01,EGGM,0,EGGM,0.01,0.15,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,1.94,EGGM,1.94,4.1,0,4.1
Missouri,29,29-195-N100GLCIAL,MO-Saline County-Sand and gravel aquifers (glaciated regions),0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-195-N9999OTHER,MO-Saline County-Other aquifers,0,EGAM,0,EGGM,0,EGGM,0,0.03,EGGM,0.436,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0.01,EGGM,0,EGGM,0.01,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0.04,0,0.04
Missouri,29,29-195-S400OZRKPL,MO-Saline County-Ozark Plateaus aquifer system,7.44,EGAM,1.02,EGGM,0,EGGM,1.02,0.07,EGGM,1.016,EGAM,0.32,EGGM,0,EGGM,0.32,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0.02,EGGM,0,EGGM,0.02,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0.07,EGGM,0.07,1.5,0,1.5
Missouri,29,29-197-N100ALLUVL,MO-Schuyler County-Alluvial aquifers,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0.01,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0.01,0,0.01
Missouri,29,29-197-N100GLCIAL,MO-Schuyler County-Sand and gravel aquifers (glaciated regions),0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0.07,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0.07,0,0.07
Missouri,29,29-197-N400SLRDVN,MO-Schuyler County-Silurian-Devonian aquifers,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-197-N500MSSPPI,MO-Schuyler County-Mississippian aquifers,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-197-N9999OTHER,MO-Schuyler County-Other aquifers,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-197-S300CAMORD,MO-Schuyler County-Cambrian-Ordovician aquifer system,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-199-N100ALLUVL,MO-Scotland County-Alluvial aquifers,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0.07,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0.11,EGGM,0.11,0.18,0,0.18
Missouri,29,29-199-N100GLCIAL,MO-Scotland County-Sand and gravel aquifers (glaciated regions),0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0.08,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0.12,EGGM,0.12,0.2,0,0.2
Missouri,29,29-199-N400SLRDVN,MO-Scotland County-Silurian-Devonian aquifers,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-199-N500MSSPPI,MO-Scotland County-Mississippian aquifers,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-199-N9999OTHER,MO-Scotland County-Other aquifers,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-199-S300CAMORD,MO-Scotland County-Cambrian-Ordovician aquifer system,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-201-N100ALLUVL,MO-Scott County-Alluvial aquifers,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-201-N100MSRVVL,MO-Scott County-Mississippi River Valley alluvial aquifer,0,EGAM,0,EGGM,0,EGGM,0,0.29,EGGM,4.12,EGAM,0.01,EGGM,0,EGGM,0.01,0,EGGM,0,EGGM,0,1.59,EGGM,0,EGGM,1.59,1.59,0,1.59,0.04,EGGM,0,EGGM,0.04,0.08,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,84.05,EGGM,84.05,86.06,0,86.06
Missouri,29,29-201-N9999OTHER,MO-Scott County-Other aquifers,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-201-S100MSEMBM,MO-Scott County-Mississippi embayment aquifer system,21.162,EGAM,3.74,EGGM,0,EGGM,3.74,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,1.41,EGGM,0,EGGM,1.41,1.41,0,1.41,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,5.15,0,5.15
Missouri,29,29-201-S400OZRKPL,MO-Scott County-Ozark Plateaus aquifer system,12.448,EGAM,2.2,EGGM,0,EGGM,2.2,0.09,EGGM,1.278,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0.01,EGGM,0,EGGM,0.01,0.01,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0.15,EGGM,0.15,2.46,0,2.46
Missouri,29,29-203-N100ALLUVL,MO-Shannon County-Alluvial aquifers,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-203-N9999OTHER,MO-Shannon County-Other aquifers,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-203-S400OZRKPL,MO-Shannon County-Ozark Plateaus aquifer system,2.71,EGAM,0.44,EGGM,0,EGGM,0.44,0.39,EGGM,5.548,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0.04,EGGM,0,EGGM,0.04,0.05,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0.03,EGGM,0.03,0.95,0,0.95
Missouri,29,29-205-N100ALLUVL,MO-Shelby County-Alluvial aquifers,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0.08,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0.91,EGGM,0.91,0.99,0,0.99
Missouri,29,29-205-N100GLCIAL,MO-Shelby County-Sand and gravel aquifers (glaciated regions),0,EGAM,0,EGGM,0,EGGM,0,0.01,EGGM,0.108,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0.01,EGGM,0,EGGM,0.01,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0.02,0,0.02
Missouri,29,29-205-N400SLRDVN,MO-Shelby County-Silurian-Devonian aquifers,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-205-N500MSSPPI,MO-Shelby County-Mississippian aquifers,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-205-N9999OTHER,MO-Shelby County-Other aquifers,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-205-S300CAMORD,MO-Shelby County-Cambrian-Ordovician aquifer system,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
Missouri,29,29-207-N100ALLUVL,MO-Stoddard County-Alluvial aquifers,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGAM,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGGM,0,EGGM,0,EGGM,0,--,--,--,--,0,EGGM,0,0,0,0
